complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-13767,Serious civic breakdown and public risk caused by Public Toilet & Urinal Hygiene near Kalyani Stadium.,Substantial Risk: Public Toilet & Urinal Hygiene,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,HIGH,High,School,381,6,0,0,2.2,22.96383,88.43948,Ward 10,"Kalyani Stadium, Rabindra Path, Ward 10"
CMP-13768,आपातकालीन जानलेवा संकट! Public Health & Sanitation पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,CRITICAL,Critical,School,1034,4,1,0,1.3,22.95693,88.37961,Ward 19,"Community Health Center, Rabindra Path, Ward 19"
CMP-13769,Routine query and minor maintenance request regarding Flood Inundation on Ring Road.,Routine Flood Inundation,Disaster Management,Flood Inundation,Disaster Management,LOW,Low,Industrial,26,9,0,0,5.3,22.96127,88.42782,Ward 10,"Government Girls High School, Ring Road, Ward 10"
CMP-13770,Disaster Management की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Disaster Management,Cyclone Damage,Disaster Management,MEDIUM,Medium,Commercial,172,20,0,0,3.3,22.96273,88.40573,Ward 14,"Kalyani Stadium, Shanti Nagar Main Road, Ward 14"
CMP-13771,Severe disruption and substantial public impact due to major failure in Flood Inundation on Railway Colony Road.,Major Disruption in Flood Inundation,Disaster Management,Flood Inundation,Disaster Management,HIGH,High,Commercial,739,10,0,0,2.2,22.94817,88.41278,Ward 4,"Kalyani Stadium, Railway Colony Road, Ward 4"
CMP-13772,आपातकालीन जानलेवा संकट! Disaster Management पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Disaster Management,Cyclone Damage,Disaster Management,CRITICAL,Critical,Commercial,1432,4,1,0,1.0,22.97116,88.41234,Ward 1,"Public Library, Kabi Nazrul Sarani, Ward 1"
CMP-13773,General inspection request for Chemical Effluent Discharge near Town Hall Complex.,Inspection of Chemical Effluent Discharge,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,LOW,Low,Industrial,14,8,0,0,5.7,22.98515,88.43225,Ward 13,"Town Hall Complex, Station Road, Ward 13"
CMP-13774,Noticeable delay and recurring problem regarding Industrial Air Smoke affecting residents on Barrackpore Trunk Road.,Recurring Industrial Air Smoke Problem,Environment & Pollution,Industrial Air Smoke,Environment & Pollution,MEDIUM,Medium,Hospital,16,6,0,0,3.3,22.98451,88.45127,Ward 18,"Post Office Square, Barrackpore Trunk Road, Ward 18"
CMP-13775,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Environment & Pollution तुरंत संज्ञान ले।",गंभीर समस्या,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,HIGH,High,Market,619,4,0,0,2.3,23.01509,88.44549,Ward 9,"City Central Station, Barrackpore Trunk Road, Ward 9"
CMP-13776,Life-threatening emergency collapse regarding Chemical Effluent Discharge near Clock Tower Crossing; immediate disaster intervention required!,Life Threatening Chemical Effluent Discharge,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,CRITICAL,Critical,Market,260,3,1,0,1.4,22.97834,88.45089,Ward 7,"Clock Tower Crossing, Market Bypass, Ward 7"
CMP-13777,Parks & Public Spaces সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Parks & Public Spaces,Damaged Swings & Playground,Parks & Public Spaces,LOW,Low,Hospital,12,6,0,0,5.3,22.96354,88.44273,Ward 5,"Children's Park, Kalyani Highway, Ward 5"
CMP-13778,Continuous citizen inconvenience caused by malfunctioning Park Lighting Outage near Sub-Divisional Court.,Inconvenience with Park Lighting Outage,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,MEDIUM,Medium,School,103,15,0,0,3.6,22.98769,88.46151,Ward 7,"Sub-Divisional Court, Bazaar Street, Ward 7"
CMP-13779,Severe disruption and substantial public impact due to major failure in Damaged Swings & Playground on Kalyani Highway.,Major Disruption in Damaged Swings & Playground,Parks & Public Spaces,Damaged Swings & Playground,Parks & Public Spaces,HIGH,High,Hospital,649,14,0,0,2.0,22.95064,88.43974,Ward 1,"Clock Tower Crossing, Kalyani Highway, Ward 1"
CMP-13780,Life-threatening emergency collapse regarding Park Lighting Outage near Bus Terminus; immediate disaster intervention required!,Life Threatening Park Lighting Outage,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,CRITICAL,Critical,Commercial,1045,1,1,0,1.1,23.05944,88.44689,Ward 6,"Bus Terminus, Bazaar Street, Ward 6"
CMP-13781,Building & Municipal Engineering के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,LOW,Low,Commercial,37,8,0,0,5.5,22.96211,88.422,Ward 20,"Sub-Divisional Court, Bazaar Street, Ward 20"
CMP-13782,Building & Municipal Engineering की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,MEDIUM,Medium,School,120,20,0,0,3.5,22.9778,88.42258,Ward 7,"City Central Station, Kalyani Highway, Ward 7"
CMP-13783,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Building & Municipal Engineering-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,HIGH,High,Market,83,3,0,0,2.2,23.00861,88.46861,Ward 4,"Government Girls High School, Industrial Estate Road, Ward 4"
CMP-13784,Life-threatening emergency collapse regarding Dangerous Dilapidated Building near City Central Station; immediate disaster intervention required!,Life Threatening Dangerous Dilapidated Building,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,CRITICAL,Critical,School,242,4,1,0,1.3,22.94147,88.44746,Ward 19,"City Central Station, Railway Colony Road, Ward 19"
CMP-13785,Land & Land Records সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Land & Land Records,Encroachment on Govt Land,Land & Land Records,LOW,Low,School,49,2,0,0,5.8,23.00924,88.45236,Ward 8,"General Hospital Gate #2, Shanti Nagar Main Road, Ward 8"
CMP-13786,Continuous citizen inconvenience caused by malfunctioning Mutation Record Discrepancy near Bus Terminus.,Inconvenience with Mutation Record Discrepancy,Land & Land Records,Mutation Record Discrepancy,Land & Land Records,MEDIUM,Medium,Market,70,18,0,0,3.8,22.97633,88.4497,Ward 16,"Bus Terminus, School Lane, Ward 16"
CMP-13787,Serious civic breakdown and public risk caused by Mutation Record Discrepancy near Government Girls High School.,Substantial Risk: Mutation Record Discrepancy,Land & Land Records,Mutation Record Discrepancy,Land & Land Records,HIGH,High,Public Park,338,2,0,0,2.1,22.98231,88.46724,Ward 9,"Government Girls High School, School Lane, Ward 9"
CMP-13788,Emergency catastrophic disaster in Land & Land Records on Gandhi Marg; human lives in immediate extreme peril!,Emergency Crisis in Land & Land Records,Land & Land Records,Encroachment on Govt Land,Land & Land Records,CRITICAL,Critical,School,899,4,1,0,1.1,22.95346,88.43644,Ward 2,"Municipal Market, Gandhi Marg, Ward 2"
CMP-13789,Routine query and minor maintenance request regarding Housing Scheme Disbursement on School Lane.,Routine Housing Scheme Disbursement,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,LOW,Low,Residential,7,7,0,0,5.5,22.99123,88.42267,Ward 10,"Municipal Market, School Lane, Ward 10"
CMP-13790,Noticeable delay and recurring problem regarding Housing Scheme Disbursement affecting residents on Station Road.,Recurring Housing Scheme Disbursement Problem,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,MEDIUM,Medium,Residential,94,8,0,0,3.8,22.94276,88.46534,Ward 5,"General Hospital Gate #2, Station Road, Ward 5"
CMP-13791,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Housing & Urban Development तुरंत संज्ञान ले।",गंभीर समस्या,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,HIGH,High,Residential,463,10,0,0,2.1,22.9301,88.43995,Ward 3,"Government Girls High School, Ring Road, Ward 3"
CMP-13792,Emergency catastrophic disaster in Housing & Urban Development on Industrial Estate Road; human lives in immediate extreme peril!,Emergency Crisis in Housing & Urban Development,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,CRITICAL,Critical,School,305,1,1,0,1.2,22.94726,88.39197,Ward 9,"Sub-Divisional Court, Industrial Estate Road, Ward 9"
CMP-13793,Public Transport সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Public Transport,Bus Route Absence,Public Transport,LOW,Low,School,10,1,0,0,5.5,22.9994,88.44862,Ward 11,"Bus Terminus, Temple Road, Ward 11"
CMP-13794,Continuous citizen inconvenience caused by malfunctioning Passenger Overcharging near Water Tank #4.,Inconvenience with Passenger Overcharging,Public Transport,Passenger Overcharging,Public Transport,MEDIUM,Medium,Commercial,30,18,0,0,3.5,22.98697,88.43332,Ward 16,"Water Tank #4, Netaji Subhash Avenue, Ward 16"
CMP-13795,Severe disruption and substantial public impact due to major failure in Bus Route Absence on Lake View Road.,Major Disruption in Bus Route Absence,Public Transport,Bus Route Absence,Public Transport,HIGH,High,Highway,110,3,0,0,2.0,22.93948,88.42892,Ward 16,"Children's Park, Lake View Road, Ward 16"
CMP-13796,Emergency catastrophic disaster in Public Transport on Netaji Subhash Avenue; human lives in immediate extreme peril!,Emergency Crisis in Public Transport,Public Transport,Bus Route Absence,Public Transport,CRITICAL,Critical,Industrial,247,2,1,0,1.2,22.99627,88.45293,Ward 4,"Town Hall Complex, Netaji Subhash Avenue, Ward 4"
CMP-13797,Education & School Infrastructure সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Education & School Infrastructure,School Toilet Defect,Education & School Infrastructure,LOW,Low,Residential,20,8,0,0,5.6,22.96799,88.39948,Ward 6,"Clock Tower Crossing, Station Road, Ward 6"
CMP-13798,Noticeable delay and recurring problem regarding School Toilet Defect affecting residents on Temple Road.,Recurring School Toilet Defect Problem,Education & School Infrastructure,School Toilet Defect,Education & School Infrastructure,MEDIUM,Medium,Public Park,45,7,0,0,3.6,22.98813,88.37429,Ward 15,"Municipal Market, Temple Road, Ward 15"
CMP-13799,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Education & School Infrastructure-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Education & School Infrastructure,School Toilet Defect,Education & School Infrastructure,HIGH,High,Commercial,546,13,0,0,2.1,22.95772,88.43696,Ward 20,"Clock Tower Crossing, Old Court Road, Ward 20"
CMP-13800,Life-threatening emergency collapse regarding Classroom Roof Seepage near Town Hall Complex; immediate disaster intervention required!,Life Threatening Classroom Roof Seepage,Education & School Infrastructure,Classroom Roof Seepage,Education & School Infrastructure,CRITICAL,Critical,Slum Area,1054,3,1,0,1.1,22.97405,88.42874,Ward 13,"Town Hall Complex, Ring Road, Ward 13"
CMP-13801,Healthcare & Hospital Facilities সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,LOW,Low,School,39,2,0,0,5.5,22.95709,88.41803,Ward 18,"Public Library, Ring Road, Ward 18"
CMP-13802,Noticeable delay and recurring problem regarding Hospital OPD Service Delay affecting residents on Gandhi Marg.,Recurring Hospital OPD Service Delay Problem,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,MEDIUM,Medium,Market,92,6,0,0,3.3,22.9845,88.44828,Ward 4,"Town Hall Complex, Gandhi Marg, Ward 4"
CMP-13803,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Healthcare & Hospital Facilities-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,HIGH,High,Commercial,706,4,0,0,2.1,23.01302,88.42613,Ward 12,"Kalyani Stadium, College Street, Ward 12"
CMP-13804,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Healthcare & Hospital Facilities-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Healthcare & Hospital Facilities,Hospital OPD Service Delay,Healthcare & Hospital Facilities,CRITICAL,Critical,Commercial,1464,2,1,0,1.6,22.95895,88.38334,Ward 11,"Municipal Market, Gandhi Marg, Ward 11"
